id	type	modified	language	rightsHolder	references	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	informationWithheld	dynamicProperties	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	sex	lifeStage	preparations	disposition	otherCatalogNumbers	associatedMedia	associatedSequences	associatedTaxa	associatedOccurrences	samplingProtocol	eventDate	startDayOfYear	year	month	day	verbatimEventDate	habitat	fieldNumber	higherGeography	continent	waterBody	islandGroup	island	country	stateProvince	county	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	georeferencedBy	georeferenceProtocol	georeferenceSources	georeferenceRemarks	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lithostratigraphicTerms	group	formation	member	bed	identifiedBy	dateIdentified	identificationRemarks	identificationQualifier	identificationVerificationStatus	typeStatus	scientificName	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	nomenclaturalCode
MCZ:Mala:123746	PhysicalObject	2012-12-20 13:04:48.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123746	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123746	123746			[no agent data]	1			shell (dry)	in collection	malacology accession number=929							0				[no verbatim date data]			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	Sea Id.	USA, Georgia, Glynn, Sea Id.																															[no agent data]		Entered from ledger.				Nassa obsoleta	Animalia Mollusca Gastropoda Caenogastropoda Neogastropoda Muricoidea Muricidae Nassa obsoleta	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Nassa	obsoleta				Say	ICZN
MCZ:Mala:123842	PhysicalObject	2015-05-14 16:11:36.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123842	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123842	123842			Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			shell (dry)	in collection	malacology accession number=970						1937-07-01/1937-07-31	0				Jul/1937			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																															[no agent data]		Entered from ledger.				Anomalocardia brasiliana	Animalia Mollusca Bivalvia Heterodonta Veneroida Veneroidea Veneridae Anomalocardia brasiliana	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Anomalocardia	brasiliana				Gmelin, 1791	ICZN
MCZ:Mala:123850	PhysicalObject	2015-05-14 16:11:36.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123850	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123850	123850			Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			shell (dry)	in collection	malacology accession number=970						1937-07-01/1937-07-31	0				Jul/1937			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																															[no agent data]		Entered from ledger.				Venus pygmaea	Animalia Mollusca Bivalvia Heterodonta Veneroida Veneroidea Veneridae Venus pygmaea	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Venus	pygmaea				Lam.	ICZN
MCZ:Mala:123854	PhysicalObject	2015-05-14 16:11:36.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123854	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123854	123854			Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			shell (dry)	in collection	malacology accession number=970						1937-07-01/1937-07-31	0				Jul/1937			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			Cayo Chico, 2.5mi. E. of Sta. B. de Samana	Santa Domingo, Cayo Chico, 2.5mi. E. of Sta. B. de Samana																															[no agent data]		Entered from ledger.				Lithophaga bisulcata	Animalia Mollusca Bivalvia Pteriomorphia Mytiloida Mytiloidea Mytilidae Lithophaga bisulcata	Animalia	Mollusca	Bivalvia	Mytiloida	Mytilidae	Lithophaga	bisulcata				d'Orb.	ICZN
MCZ:Mala:124603	PhysicalObject	2012-12-20 12:35:30.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:124603	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:124603	124603			McAndrew	1			shell (dry)	in collection								0				[no verbatim date data]			Europe: United Kingdom: England	Europe				United Kingdom	England		Angle Sea	England, Angle Sea																															[no agent data]		Entered from ledger.				Helcion pellucidus	Animalia Mollusca Gastropoda Patellogastropoda Patelloidea Patellidae Helcion pellucidus	Animalia	Mollusca	Gastropoda		Patellidae	Helcion	pellucidus				L.	ICZN
MCZ:Mala:123800	PhysicalObject	2015-05-14 16:11:36.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123800	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123800	123800			Henry Drummond Russell, Richard A. McLean, Richard W. Foster	1			valve (dry)	in collection	malacology accession number=930; station number=17							0				[no verbatim date data]			North America: Commonwealth of the Bahamas: West Indies: Bahama Islands	North America		West Indies	Bahama Islands	Commonwealth of the Bahamas			Cape St. Maria, Long Id.	Caribbean Sea, Bahamas, Cape St. Maria, Long Id.																															[no agent data]		Entered from ledger.				Divaricella dentata	Animalia Mollusca Bivalvia Heterodonta Lucinoida Lucinoida Lucinidae Divaricella dentata	Animalia	Mollusca	Bivalvia	Lucinoida	Lucinidae	Divaricella	dentata				(Wood, 1815)	ICZN
MCZ:Mala:124047	PhysicalObject	2015-01-05 16:30:49.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:124047	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:124047	124047			Frizzell	1			shell (dry)	in collection	malacology accession number=1037							0				[no verbatim date data]			North America: United States: Washington	North America				United States	Washington		Seattle	USA, Washington, Seattle						47.6062095d	-122.3320708d	decimal degrees	47.6062095	-122.3320708	WGS84	13453.3443729421	13453.3443729421	Cony Craighead (PSM)	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	GNIS latlong download Oct 07 for placename, some adjusted in BioGeomancer, if offset, calculated air mi from placename latlong															[no agent data]		Entered from ledger.		unverified		Monadenia fidelis	Animalia Mollusca Gastropoda Stylommatophora Elasmognatha Helicacea Helminthoglyptidae Monadenia fidelis	Animalia	Mollusca	Gastropoda	Stylommatophora	Helminthoglyptidae	Monadenia	fidelis				Gray, 1834	ICZN
MCZ:Mala:124051	PhysicalObject	2014-12-02 16:10:27.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:124051	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:124051	124051			Richard W. Foster	1			shell (dry)	in collection	malacology accession number=852							0				[no verbatim date data]			North America: United States: Florida	North America				United States	Florida		M. Seahorse Key, Cedar Keys	USA, Florida, M. Seahorse Key, Cedar Keys																															[no agent data]		Entered from ledger.				Venus campechiensis	Animalia Mollusca Bivalvia Heterodonta Veneroida Veneroidea Veneridae Venus campechiensis	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Venus	campechiensis				Gmel.	ICZN
MCZ:Mala:124535	PhysicalObject	2014-11-10 16:26:26.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:124535	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:124535	124535			Elisabeth Deichmann	1			shell (dry)	in collection	malacology accession number=647						1937-08-12	0				August 12, 1937			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Trinidad and Tobago: Trinidad, Staubles Bay	Staubles Bay, Trinidad and Tobago, B.W.I.						10.678243d	-61.639471d	decimal degrees	10.678243	-61.639471	WGS84	647	647	Penny Benson	GEOLocate	GEOLocate															[no agent data]		Entered from ledger.		unverified		Diodora alternata	Animalia Mollusca Gastropoda Vetigastropoda Fissurelloidea Fissurellidae Diodora alternata	Animalia	Mollusca	Gastropoda		Fissurellidae	Diodora	alternata				Say	ICZN
MCZ:Mala:123713	PhysicalObject	2014-12-16 13:38:55.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123713	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123713	123713			Robert Tucker Abbott	1			shell (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Dosinia discus	Animalia Mollusca Bivalvia Heterodonta Veneroida Veneroidea Veneridae Dosinia discus	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Dosinia	discus				(Reeve, 1850)	ICZN
MCZ:Mala:123714	PhysicalObject	2014-12-16 13:39:13.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123714	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123714	123714			Robert Tucker Abbott	1			shell (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Cardium robustum	Animalia Mollusca Bivalvia Heterodonta Veneroida Cardioidea Cardiidae Cardium robustum	Animalia	Mollusca	Bivalvia	Veneroida	Cardiidae	Cardium	robustum				Sol.	ICZN
MCZ:Mala:123724	PhysicalObject	2014-12-16 13:39:13.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123724	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123724	123724			Robert Tucker Abbott	1			valve (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Tagelus gibbus	Animalia Mollusca Bivalvia Heterodonta Veneroida Tellinoidea Psammobiidae Tagelus gibbus	Animalia	Mollusca	Bivalvia	Veneroida	Psammobiidae	Tagelus	gibbus				Spengler	ICZN
MCZ:Mala:123727	PhysicalObject	2014-12-16 13:39:13.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123727	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123727	123727			Robert Tucker Abbott	1			valve (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Venus mercenaria mercenaria	Animalia Mollusca Bivalvia Heterodonta Veneroida Veneroidea Veneridae Venus mercenaria mercenaria	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Venus	mercenaria	mercenaria			Linne	ICZN
MCZ:Mala:123729	PhysicalObject	2014-12-16 13:39:13.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:123729	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:123729	123729			Robert Tucker Abbott	1			valve (dry)	in collection	malacology accession number=929						1942-10-31	0				31/Oct/1942			North America: United States: Georgia: Glynn	North America				United States	Georgia	Glynn	E. side of Sea Id.	USA, Georgia, Glynn, E. side of Sea Id.																															[no agent data]		Entered from ledger.				Divaricella dentata	Animalia Mollusca Bivalvia Heterodonta Lucinoida Lucinoida Lucinidae Divaricella dentata	Animalia	Mollusca	Bivalvia	Lucinoida	Lucinidae	Divaricella	dentata				(Wood, 1815)	ICZN
MCZ:Mala:124419	PhysicalObject	2012-12-20 13:04:51.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:124419	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:124419	124419			[no agent data]	1			shell (dry)	in collection	malacology accession number=575							0				[no verbatim date data]			Africa: South Africa	Africa				South Africa			Sea Pt., nr. Capetown, Cape Prov.	South Africa, Sea Pt., nr. Capetown, Cape Prov.																															[no agent data]		Entered from ledger.				Helcion pruinosus	Animalia Mollusca Gastropoda Patellogastropoda Patelloidea Patellidae Helcion pruinosus	Animalia	Mollusca	Gastropoda		Patellidae	Helcion	pruinosus				(Krauss, 1848)	ICZN
MCZ:Mala:125700	PhysicalObject	2014-12-02 16:10:27.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:125700	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:125700	125700			Richard W. Foster	1			shell (dry)	in collection	malacology accession number=852							0				[no verbatim date data]			North America: United States: Florida	North America				United States	Florida		Sea horse Key, Cedar Keys	USA, Florida, Sea horse Key, Cedar Keys																															[no agent data]		Entered from ledger.				Diodora alternata	Animalia Mollusca Gastropoda Vetigastropoda Fissurelloidea Fissurellidae Diodora alternata	Animalia	Mollusca	Gastropoda		Fissurellidae	Diodora	alternata				Say	ICZN
MCZ:Mala:121617	PhysicalObject	2014-06-20 10:04:23.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121617	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121617	121617			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4532; rdt jar number=190						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, McCallan, Bermuda	Atlantic, Bermuda, St. George, McCallan																															[no agent data]		valves/pallets only, BBS-3, Shingle				Teredora malleolus	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus				Turton, 1822	ICZN
MCZ:Mala:120753	PhysicalObject	2014-06-20 10:06:04.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120753	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120753	120753			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=3662; rdt jar number=190						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, McCallan, Bermuda	Atlantic, Bermuda, St. George, McCallan																															[no agent data]		valves/pallets only, BBS-3, Block 10				Teredora malleolus	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus				Turton, 1822	ICZN
MCZ:Mala:120750	PhysicalObject	2014-06-20 10:04:36.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120750	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120750	120750			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=3659; rdt jar number=190						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, McCallan, Bermuda	Atlantic, Bermuda, St. George, McCallan																															[no agent data]		valves/pallets only, BBS-3, Block 5				Teredora malleolus	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus				Turton, 1822	ICZN
MCZ:Mala:120752	PhysicalObject	2014-06-20 10:05:24.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120752	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120752	120752			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=3661; rdt jar number=190						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, McCallan, Bermuda	Atlantic, Bermuda, St. George, McCallan																															[no agent data]		valves/pallets only, BBS-3, Block 6				Teredora malleolus	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus				Turton, 1822	ICZN
MCZ:Mala:120277	PhysicalObject	2014-06-20 10:04:09.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120277	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120277	120277			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=975; rdt jar number=193						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Guantanamo Bay, fuel oil pier, Cuba	Atlantic, Cuba, Guantanamo Bay, fuel oil pier																															[no agent data]		YD-C-2, Block 4				Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:120744	PhysicalObject	2014-06-20 10:05:09.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120744	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120744	120744			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=3653; rdt jar number=190						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, McCallan, Bermuda	Atlantic, Bermuda, St. George, McCallan																															[no agent data]		valves/pallets only, BBS-3, Block 16				Teredora malleolus	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus				Turton, 1822	ICZN
MCZ:Mala:120470	PhysicalObject	2014-06-20 10:03:46.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120470	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120470	120470			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=1552; rdt jar number=193						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Guantanamo Bay, fuel oil pier, Cuba	Atlantic, Cuba, Guantanamo Bay, fuel oil pier																															[no agent data]		YD-C-2, Block 8				Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:121396	PhysicalObject	2014-06-20 10:03:11.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121396	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121396	121396			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4311; rdt jar number=193						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Guantanamo, Cuba	Atlantic, Cuba, Guantanamo																															[no agent data]		YD-C-12, Board				Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:121395	PhysicalObject	2014-06-20 10:02:49.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121395	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121395	121395			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=4310; rdt jar number=193						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Guantanamo, Cuba	Atlantic, Cuba, Guantanamo																															[no agent data]		YD-C-12, Board				Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:120551	PhysicalObject	2014-12-16 12:56:14.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120551	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120551	120551			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=2115; rdt jar number=194						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			Puerto Plata	Atlantic, Santo Domingo, Puerto Plata																															[no agent data]		SD-3, Block 7				Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:120829	PhysicalObject	2012-12-20 13:04:21.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:120829	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:120829	120829			Dr. Moll, Germany	1			shell (dry)	in collection	malacology accession number=658; previous number=3739; rdt jar number=129							0				[no verbatim date data]			Atlantic Ocean: Atlantic, Northeast: North Sea	Atlantic Ocean	North Sea						Busum - w. coast of Schleswig Holstein, north of Hamburg	Atlantic, Germany, Busum - w. coast of Schleswig Holstein, north of Hamburg																															[no agent data]						Psiloteredo megotara	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Psiloteredo megotara	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Psiloteredo	megotara				Hanley, 1848	ICZN
MCZ:Mala:121655	PhysicalObject	2014-06-23 10:07:29.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121655	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121655	121655			National Research Council	1			shell (dry)	in collection	malacology accession number=658; previous number=4570; rdt jar number=190						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, Bermuda	Atlantic, Bermuda, St. George																															[no agent data]		valves/pallets only, BBS-3, Block 13				Teredora malleolus	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus				Turton, 1822	ICZN
MCZ:Mala:122747	PhysicalObject	2014-12-16 12:54:00.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:122747	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:122747	122747			William Frederick Clapp, United Fruit Company	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=5661; rdt jar number=192							0				[no verbatim date data]			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Kingstown, Jamaica	Atlantic, Jamaica, Kingstown																															[no agent data]		T-33				Nototeredo knoxi	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi				Bartsch, 1917	ICZN
MCZ:Mala:121070	PhysicalObject	2014-06-26 14:46:59.0	en	President and Fellows of Harvard College	http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:121070	b4640710-8e03-11d8-b956-b8a03c50a862	MCZ	Mala	Museum of Comparative Zoology, Harvard University	PreservedSpecimen		{}	MCZ:Mala:121070	121070			National Research Council	1			body (70% ethanol)	in collection	malacology accession number=658; previous number=3985; rdt jar number=119						1922-01-01/1924-12-31	0				1922-4			Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																															[no agent data]		A-37, Block 4e				Teredo portoricensis	Animalia Mollusca Bivalvia Heterodonta Myoida Pholadoidea Teredinidae Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis				Clapp, 1924	ICZN
